Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,ACS19_5yr_B02018001,ACS19_5yr_B02018002,ACS19_5yr_B02018003,ACS19_5yr_B02018004,ACS19_5yr_B02018005,ACS19_5yr_B02018006,ACS19_5yr_B02018007,ACS19_5yr_B02018008,ACS19_5yr_B02018009,ACS19_5yr_B02018010,ACS19_5yr_B02018011,ACS19_5yr_B02018012,ACS19_5yr_B02018013,ACS19_5yr_B02018014,ACS19_5yr_B02018015,ACS19_5yr_B02018016,ACS19_5yr_B02018017,ACS19_5yr_B02018018,ACS19_5yr_B02018019,ACS19_5yr_B02018020,ACS19_5yr_B02018021,ACS19_5yr_B02018022,ACS19_5yr_B02018023,ACS19_5yr_B02018024,ACS19_5yr_B02018001s,ACS19_5yr_B02018002s,ACS19_5yr_B02018003s,ACS19_5yr_B02018004s,ACS19_5yr_B02018005s,ACS19_5yr_B02018006s,ACS19_5yr_B02018007s,ACS19_5yr_B02018008s,ACS19_5yr_B02018009s,ACS19_5yr_B02018010s,ACS19_5yr_B02018011s,ACS19_5yr_B02018012s,ACS19_5yr_B02018013s,ACS19_5yr_B02018014s,ACS19_5yr_B02018015s,ACS19_5yr_B02018016s,ACS19_5yr_B02018017s,ACS19_5yr_B02018018s,ACS19_5yr_B02018019s,ACS19_5yr_B02018020s,ACS19_5yr_B02018021s,ACS19_5yr_B02018022s,ACS19_5yr_B02018023s,ACS19_5yr_B02018024s
"012146024184","32100US012146024184","Enterprise city (part); Enterprise","Enterprise city (part); Enterprise, AL Micro Area; Alabama","al","321","00","ACSSF","0007849",,,,,"01",,,"24184",,,,,,,,,,,"21460",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,27492,878,42,0,0,0,0,332,82,0,0,55,345,0,0,0,0,18,0,0,0,0,4,0,0,86.66666,27.27273,13.33333,13.33333,13.33333,13.33333,134.5455,55.75758,13.33333,13.33333,24.84848,107.2727,13.33333,13.33333,13.33333,13.33333,19.39394,13.33333,13.33333,13.33333,13.33333,4.242424,13.33333,13.33333
"012164024568","32100US012164024568","Eufaula city; Eufaula","Eufaula city; Eufaula, AL-GA Micro Area (part); Alabama","al","321","00","ACSSF","0007850",,,,,"01",,,"24568",,,,,,,,,,,"21640",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,12065,150,65,19,0,0,0,0,12,0,0,8,20,0,0,0,0,0,0,0,0,0,10,0,16,26.06061,36.36364,29.09091,11.51515,11.51515,11.51515,11.51515,12.12121,11.51515,11.51515,7.878788,19.39394,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,15.15152
"012252026896","32100US012252026896","Florence city; Florence-Muscle Shoals","Florence city; Florence-Muscle Shoals, AL Metro Area; Alabama","al","321","00","ACSSF","0007851",,,,,"01",,,"26896",,,,,,,,,,,"22520",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,40309,499,59,0,0,0,19,204,85,0,0,49,11,0,0,0,0,12,0,0,0,0,0,0,60,83.0303,54.54546,15.15152,15.15152,15.15152,18.78788,65.45454,40,15.15152,15.15152,24.24242,10.90909,15.15152,15.15152,15.15152,15.15152,13.93939,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,33.93939
"012252053016","32100US012252053016","Muscle Shoals city; Florence-Muscle Shoals","Muscle Shoals city; Florence-Muscle Shoals, AL Metro Area; Alabama","al","321","00","ACSSF","0007852",,,,,"01",,,"53016",,,,,,,,,,,"22520",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,14103,202,107,0,0,0,0,0,38,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,0,40.60606,49.69697,11.51515,11.51515,11.51515,11.51515,11.51515,27.87879,11.51515,11.51515,27.27273,17.57576,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515
"012284027616","32100US012284027616","Fort Payne city; Fort Payne","Fort Payne city; Fort Payne, AL Micro Area; Alabama","al","321","00","ACSSF","0007853",,,,,"01",,,"27616",,,,,,,,,,,"22840",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,14115,77,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,66.66666,11.51515,11.51515,11.51515,11.51515,11.51515,10.30303,10.90909,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,61.81818
"012346028696","32100US012346028696","Gadsden city; Gadsden","Gadsden city; Gadsden, AL Metro Area; Alabama","al","321","00","ACSSF","0007854",,,,,"01",,,"28696",,,,,,,,,,,"23460",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,35486,441,56,0,0,0,140,97,99,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,33,113.9394,40.60606,15.15152,15.15152,15.15152,114.5455,47.87879,37.57576,15.15152,15.15152,12.72727,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,20.60606
"012662037000","32100US012662037000","Huntsville city; Huntsville","Huntsville city; Huntsville, AL Metro Area; Alabama","al","321","00","ACSSF","0007855",,,,,"01",,,"37000",,,,,,,,,,,"26620",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,196219,6772,1272,34,0,0,90,1104,746,64,32,450,1149,39,0,24,151,0,488,0,103,240,505,0,281,416.9697,214.5455,34.54546,16.9697,16.9697,63.0303,164.2424,156.3636,62.42424,23.0303,124.2424,192.7273,27.27273,16.9697,24.24242,87.87878,16.9697,203.6364,16.9697,37.57576,77.57576,184.2424,16.9697,118.7879
"012753038416","32100US012753038416","Jasper city; Jasper","Jasper city; Jasper, AL Micro Area; Alabama","al","321","00","ACSSF","0007856",,,,,"01",,,"38416",,,,,,,,,,,"27530",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,13649,245,0,0,0,0,0,212,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,75.15151,11.51515,11.51515,11.51515,11.51515,11.51515,76.9697,11.51515,11.51515,11.51515,16.36364,15.75758,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515
"013366050000","32100US013366050000","Mobile city; Mobile","Mobile city; Mobile, AL Metro Area; Alabama","al","321","00","ACSSF","0007857",,,,,"01",,,"50000",,,,,,,,,,,"33660",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,190432,4690,647,0,0,37,27,462,726,0,40,448,453,77,31,0,9,0,114,0,0,69,1392,0,158,387.2727,181.2121,16.9697,16.9697,37.57576,23.63636,140,172.1212,16.9697,28.48485,181.8182,163.0303,66.66666,27.87879,16.9697,9.69697,16.9697,80.60606,16.9697,16.9697,43.0303,316.3636,16.9697,70.90909
"013386051000","32100US013386051000","Montgomery city; Montgomery","Montgomery city; Montgomery, AL Metro Area; Alabama","al","321","00","ACSSF","0007858",,,,,"01",,,"51000",,,,,,,,,,,"33860",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,199783,7238,1065,223,0,8,0,465,672,0,0,370,2874,313,0,0,0,0,177,0,39,107,492,0,433,153.3333,196.3636,137.5758,16.9697,7.878788,16.9697,98.18182,164.2424,16.9697,16.9697,108.4848,273.3333,110.9091,16.9697,16.9697,16.9697,16.9697,103.6364,16.9697,25.45455,58.78788,160,16.9697,181.2121
"013712057648","32100US013712057648","Ozark city; Ozark","Ozark city; Ozark, AL Micro Area; Alabama","al","321","00","ACSSF","0007859",,,,,"01",,,"57648",,,,,,,,,,,"37120",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,14413,441,34,0,0,0,93,0,0,0,0,221,67,0,0,0,0,0,0,0,0,26,0,0,0,130.303,32.12121,11.51515,11.51515,11.51515,72.72727,11.51515,11.51515,11.51515,11.51515,116.9697,39.39394,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,22.42424,11.51515,11.51515,11.51515
"014246068736","32100US014246068736","Scottsboro city; Scottsboro","Scottsboro city; Scottsboro, AL Micro Area; Alabama","al","321","00","ACSSF","0007860",,,,,"01",,,"68736",,,,,,,,,,,"42460",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,14526,186,0,0,0,0,0,30,24,0,0,29,39,0,0,0,0,0,0,0,0,0,64,0,0,42.42424,11.51515,11.51515,11.51515,11.51515,11.51515,23.63636,20,11.51515,11.51515,20.60606,36.9697,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,48.48485,11.51515,11.51515
"014282069120","32100US014282069120","Selma city; Selma","Selma city; Selma, AL Micro Area; Alabama","al","321","00","ACSSF","0007861",,,,,"01",,,"69120",,,,,,,,,,,"42820",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,18276,201,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,50,0,0,24.84848,55.15152,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,24.24242,11.51515,11.51515,11.51515,44.84848,11.51515,11.51515
"014518074352","32100US014518074352","Sylacauga city; Talladega-Sylacauga","Sylacauga city; Talladega-Sylacauga, AL Micro Area; Alabama","al","321","00","ACSSF","0007862",,,,,"01",,,"74352",,,,,,,,,,,"45180",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,12226,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,16.9697,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,16.9697,11.51515,11.51515,11.51515
"014518074592","32100US014518074592","Talladega city; Talladega-Sylacauga","Talladega city; Talladega-Sylacauga, AL Micro Area; Alabama","al","321","00","ACSSF","0007863",,,,,"01",,,"74592",,,,,,,,,,,"45180",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,15522,72,13,0,0,0,0,12,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,43.63636,15.15152,11.51515,11.51515,11.51515,11.51515,11.51515,10.90909,11.51515,11.51515,40,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515
"014598076920","32100US014598076920","Troy city; Troy","Troy city; Troy, AL Micro Area; Alabama","al","321","00","ACSSF","0007864",,,,,"01",,,"76920",,,,,,,,,,,"45980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,19112,722,17,0,0,0,0,400,0,0,0,0,27,0,0,0,19,0,0,0,13,0,214,0,32,29.09091,18.78788,11.51515,11.51515,11.51515,11.51515,92.12122,11.51515,11.51515,11.51515,11.51515,18.18182,11.51515,11.51515,11.51515,14.54545,11.51515,11.51515,11.51515,12.12121,11.51515,107.8788,11.51515,24.84848
"014622077256","32100US014622077256","Tuscaloosa city; Tuscaloosa","Tuscaloosa city; Tuscaloosa, AL Metro Area; Alabama","al","321","00","ACSSF","0007865",,,,,"01",,,"77256",,,,,,,,,,,"46220",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,99390,2973,303,135,0,0,0,825,251,0,0,138,430,0,0,0,51,0,0,0,64,15,679,0,82,181.2121,107.8788,121.2121,16.9697,16.9697,16.9697,198.7879,90.90909,16.9697,16.9697,59.39394,121.2121,16.9697,16.9697,16.9697,38.78788,16.9697,16.9697,16.9697,30.90909,15.15152,214.5455,16.9697,56.9697
"021126003000","32100US021126003000","Anchorage municipality; Anchorage","Anchorage municipality; Anchorage, AK Metro Area; Alaska","ak","321","00","ACSSF","0003113",,,,,"02",,,"03000",,,,,,,,,,,"11260",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,293531,37826,812,0,0,13,51,2675,18358,4782,77,2073,4910,975,55,0,117,0,88,16,283,1486,803,0,252,465.4546,180.6061,13.33333,13.33333,12.12121,29.09091,412.1212,887.8788,562.4243,50.90909,261.8182,533.9394,232.1212,47.87879,13.33333,100.6061,13.33333,78.18182,11.51515,120,304.8485,200.6061,13.33333,83.0303
"022182024230","32100US022182024230","Fairbanks city; Fairbanks","Fairbanks city; Fairbanks, AK Metro Area; Alaska","ak","321","00","ACSSF","0003114",,,,,"02",,,"24230",,,,,,,,,,,"21820",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,31551,2070,32,0,0,0,0,194,1020,0,0,248,416,20,0,0,32,28,0,0,0,18,62,0,0,238.1818,17.57576,12.12121,12.12121,12.12121,12.12121,66.66666,161.2121,12.12121,12.12121,76.9697,106.6667,17.57576,12.12121,12.12121,19.39394,25.45455,12.12121,12.12121,12.12121,10.90909,51.51515,12.12121,12.12121
"022794036400","32100US022794036400","Juneau city and borough; Juneau","Juneau city and borough; Juneau, AK Micro Area; Alaska","ak","321","00","ACSSF","0003115",,,,,"02",,,"36400",,,,,,,,,,,"27940",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,32227,3390,90,0,0,0,4,325,2474,0,9,253,74,0,0,0,0,0,8,0,4,38,104,0,7,163.0303,43.63636,12.12121,12.12121,12.12121,4.242424,95.75758,225.4545,12.12121,5.454545,91.51515,32.12121,12.12121,12.12121,12.12121,12.12121,12.12121,8.484848,12.12121,3.636364,19.39394,69.69697,12.12121,4.848485
"022854038970","32100US022854038970","Ketchikan city; Ketchikan","Ketchikan city; Ketchikan, AK Micro Area; Alaska","ak","321","00","ACSSF","0003116",,,,,"02",,,"38970",,,,,,,,,,,"28540",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,8228,1223,34,0,0,0,0,0,1134,0,0,4,19,0,0,0,0,0,0,0,0,9,0,0,23,49.69697,24.84848,7.878788,7.878788,7.878788,7.878788,7.878788,53.93939,7.878788,7.878788,5.454545,12.12121,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.272727,7.878788,7.878788,12.12121
"042238023620","32100US042238023620","Flagstaff city; Flagstaff","Flagstaff city; Flagstaff, AZ Metro Area; Arizona","az","321","00","ACSSF","0007805",,,,,"04",,,"23620",,,,,,,,,,,"22380",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,72402,3462,390,0,0,0,19,930,872,0,95,267,348,12,19,0,135,14,51,51,14,11,87,0,147,185.4545,93.93939,17.57576,17.57576,17.57576,17.57576,154.5455,164.2424,17.57576,66.06061,59.39394,105.4545,11.51515,16.9697,17.57576,109.697,16.36364,50.30303,31.51515,16.36364,17.57576,38.18182,17.57576,72.72727
